sk_cliente;id_cliente;nome_cliente;data_nascimento;perfil_risco;segmento;uf;cidade;renda_estimada;patrimonio_estimado;data_inicio_relacionamento;canal_origem;status_cliente;faixa_etaria
8749;CLI_0008749;Cliente_8749;2020-08-13;moderado;varejo;DF;Cidade_48;107153.94433950163;175793.8536952617;2024-05-30;telefone;ativo;18-25
8750;CLI_0008750;Cliente_8750;2020-07-03;moderado;varejo;PR;Cidade_49;102496.62762818861;215781.22660654024;2021-01-11;telefone;ativo;18-25
8751;CLI_0008751;Cliente_8751;2023-01-18;agressivo;institucional;DF;Cidade_50;77463.33441834369;205210.2268638064;2020-08-08;app;ativo;18-25
8752;CLI_0008752;Cliente_8752;2020-12-24;conservador;institucional;MG;Cidade_51;61021.18263114733;155231.56421472045;2024-03-12;telefone;ativo;18-25
8753;CLI_0008753;Cliente_8753;2021-04-04;moderado;varejo;BA;Cidade_52;56717.141291615444;135050.1748591162;2022-07-04;presencial;ativo;18-25
8754;CLI_0008754;Cliente_8754;2020-11-12;arrojado;institucional;DF;Cidade_53;2891.0914162402987;14975.081720211714;2021-08-15;presencial;ativo;18-25
8755;CLI_0008755;Cliente_8755;2024-10-15;arrojado;private;DF;Cidade_54;69222.04106973499;367387.3509676353;2020-04-03;telefone;ativo;18-25
8756;CLI_0008756;Cliente_8756;2024-04-09;arrojado;varejo;PR;Cidade_55;50819.98635261304;143931.3997918228;2023-01-11;web;ativo;18-25
8757;CLI_0008757;Cliente_8757;2021-02-24;agressivo;institucional;SC;Cidade_56;18006.28714449288;28293.052383065577;2021-01-14;telefone;ativo;18-25
8758;CLI_0008758;Cliente_8758;2021-08-21;conservador;varejo;SP;Cidade_57;85768.11995987335;29201.656862524494;2020-03-09;web;inativo;18-25
8759;CLI_0008759;Cliente_8759;2021-01-18;conservador;institucional;SC;Cidade_58;89322.79956071175;143880.37641166637;2022-03-23;web;inativo;18-25
8760;CLI_0008760;Cliente_8760;2022-06-17;moderado;varejo;RJ;Cidade_59;134552.77211910943;56095.37857213852;2022-12-26;telefone;ativo;18-25
8761;CLI_0008761;Cliente_8761;2020-02-05;conservador;private;SC;Cidade_60;27095.00991640012;510119.515901879;2020-11-08;presencial;ativo;18-25
8762;CLI_0008762;Cliente_8762;2023-05-10;arrojado;institucional;MG;Cidade_61;40064.463513083094;138209.44980511113;2023-04-04;web;inativo;18-25
8763;CLI_0008763;Cliente_8763;2022-08-13;arrojado;varejo;DF;Cidade_62;118198.69565550853;767183.966945667;2020-12-10;web;ativo;18-25
8764;CLI_0008764;Cliente_8764;2024-06-28;agressivo;private;BA;Cidade_63;19048.4843051403;264971.154356595;2020-02-07;app;ativo;18-25
8765;CLI_0008765;Cliente_8765;2020-10-27;arrojado;institucional;RJ;Cidade_64;79639.52202219941;332883.27096846054;2020-09-28;telefone;ativo;18-25
8766;CLI_0008766;Cliente_8766;2024-01-08;conservador;institucional;BA;Cidade_65;241207.41569498097;98491.98284740007;2022-12-07;app;ativo;18-25
8767;CLI_0008767;Cliente_8767;2023-12-17;arrojado;varejo;RJ;Cidade_66;52768.39675137941;28778.87313228978;2023-03-06;web;inativo;18-25
8768;CLI_0008768;Cliente_8768;2020-08-20;moderado;private;RS;Cidade_67;205841.71199068692;234040.77659812247;2024-04-28;web;ativo;18-25
8769;CLI_0008769;Cliente_8769;2021-12-28;agressivo;varejo;SC;Cidade_68;36264.14547699202;104536.19121843041;2020-04-23;app;inativo;18-25
8770;CLI_0008770;Cliente_8770;2020-11-06;agressivo;institucional;RS;Cidade_69;8305.880959945074;594723.1268813693;2024-10-06;telefone;ativo;18-25
8771;CLI_0008771;Cliente_8771;2021-04-10;conservador;varejo;RS;Cidade_70;9654.721658094782;43043.073072795494;2022-08-11;app;ativo;18-25
8772;CLI_0008772;Cliente_8772;2021-04-25;arrojado;varejo;MG;Cidade_71;65721.8497579876;196969.30141115276;2021-03-24;app;inativo;18-25
8773;CLI_0008773;Cliente_8773;2022-10-12;arrojado;private;DF;Cidade_72;45.458991046331235;402074.432574968;2021-10-29;web;inativo;18-25
8774;CLI_0008774;Cliente_8774;2022-01-21;conservador;private;RS;Cidade_73;54218.89197526612;103110.3714490176;2020-04-11;presencial;ativo;18-25
8775;CLI_0008775;Cliente_8775;2024-09-26;conservador;institucional;MG;Cidade_74;8200.812932673525;614382.8389900154;2020-07-20;presencial;ativo;18-25
8776;CLI_0008776;Cliente_8776;2020-08-18;moderado;private;SP;Cidade_75;207923.62745822355;15942.145587101068;2024-05-30;presencial;ativo;18-25
8777;CLI_0008777;Cliente_8777;2024-11-12;conservador;varejo;RS;Cidade_76;8904.17913255057;176825.58350810615;2020-07-12;telefone;ativo;18-25
8778;CLI_0008778;Cliente_8778;2021-02-25;arrojado;institucional;MG;Cidade_77;40199.91431757845;300463.8370030702;2020-04-11;app;ativo;18-25
8779;CLI_0008779;Cliente_8779;2023-11-12;moderado;private;DF;Cidade_78;55349.228212513015;45080.94990519065;2022-12-28;telefone;ativo;18-25
8780;CLI_0008780;Cliente_8780;2021-09-10;agressivo;varejo;RJ;Cidade_79;85600.16844874521;11919.738229653682;2021-11-29;presencial;ativo;18-25
8781;CLI_0008781;Cliente_8781;2020-09-18;arrojado;varejo;MG;Cidade_80;30741.17921958065;16654.064742547103;2022-01-11;telefone;ativo;18-25
8782;CLI_0008782;Cliente_8782;2024-04-15;agressivo;institucional;PR;Cidade_81;135752.8027215211;76905.93033735116;2020-08-07;telefone;ativo;18-25
8783;CLI_0008783;Cliente_8783;2021-07-17;agressivo;institucional;MG;Cidade_82;32720.018701966925;50507.18703512013;2020-03-21;telefone;ativo;18-25
8784;CLI_0008784;Cliente_8784;2023-04-18;agressivo;private;SC;Cidade_83;14521.621903931073;50692.24326404209;2024-04-29;presencial;inativo;18-25
8785;CLI_0008785;Cliente_8785;2022-10-31;arrojado;private;PR;Cidade_84;44951.43134033529;122690.18775516072;2021-12-12;telefone;ativo;18-25
8786;CLI_0008786;Cliente_8786;2022-05-11;agressivo;private;RJ;Cidade_85;53648.0428629316;17751.768784279233;2020-07-20;telefone;ativo;18-25
8787;CLI_0008787;Cliente_8787;2022-06-24;arrojado;private;DF;Cidade_86;35401.990667831975;1080763.549011776;2020-12-31;presencial;ativo;18-25
8788;CLI_0008788;Cliente_8788;2023-08-30;agressivo;institucional;SC;Cidade_87;66059.44905676623;238018.99542673488;2020-07-06;presencial;ativo;18-25
8789;CLI_0008789;Cliente_8789;2020-06-09;conservador;varejo;MG;Cidade_88;27295.08092050486;6152.336663038719;2022-05-22;telefone;ativo;18-25
8790;CLI_0008790;Cliente_8790;2023-05-05;conservador;varejo;SC;Cidade_89;217.31275565501173;235468.88187878844;2024-01-07;app;inativo;18-25
8791;CLI_0008791;Cliente_8791;2024-06-23;arrojado;private;DF;Cidade_90;15362.884052335294;313877.9146736473;2021-12-19;telefone;inativo;18-25
8792;CLI_0008792;Cliente_8792;2020-04-15;agressivo;institucional;RJ;Cidade_91;145850.97945964587;42332.50251959083;2023-02-05;web;ativo;18-25
8793;CLI_0008793;Cliente_8793;2020-09-13;agressivo;private;SC;Cidade_92;72031.87891460636;366862.5905855663;2023-05-18;presencial;ativo;18-25
8794;CLI_0008794;Cliente_8794;2023-08-01;agressivo;private;PR;Cidade_93;10507.283562322074;189228.8956444032;2023-07-24;app;ativo;18-25
8795;CLI_0008795;Cliente_8795;2022-03-09;conservador;institucional;BA;Cidade_94;3448.911004458269;343912.76555667626;2023-01-10;web;ativo;18-25
8796;CLI_0008796;Cliente_8796;2022-01-06;agressivo;varejo;RS;Cidade_95;21600.48329293528;252245.30095978803;2022-10-08;web;ativo;18-25
8797;CLI_0008797;Cliente_8797;2020-09-07;agressivo;varejo;PR;Cidade_96;90486.57889687744;243904.3562532996;2022-05-23;web;ativo;18-25
8798;CLI_0008798;Cliente_8798;2022-07-14;arrojado;private;DF;Cidade_97;5601.323820663588;34452.315953922865;2022-05-14;app;ativo;18-25
8799;CLI_0008799;Cliente_8799;2020-08-19;agressivo;institucional;SP;Cidade_98;39192.32617404727;75900.09254609435;2021-08-30;web;ativo;18-25
8800;CLI_0008800;Cliente_8800;2022-05-20;conservador;varejo;MG;Cidade_99;16079.198106437407;148150.6798947096;2022-07-10;presencial;inativo;18-25
8801;CLI_0008801;Cliente_8801;2023-10-26;agressivo;varejo;SC;Cidade_0;64777.917223218115;23879.854626052707;2022-05-24;app;ativo;18-25
8802;CLI_0008802;Cliente_8802;2021-04-16;conservador;institucional;RJ;Cidade_1;20.520001998195728;130206.53424489805;2021-08-06;presencial;inativo;18-25
8803;CLI_0008803;Cliente_8803;2022-05-27;conservador;institucional;RS;Cidade_2;16229.346270389242;117872.83871164848;2021-07-03;app;ativo;18-25
8804;CLI_0008804;Cliente_8804;2024-12-16;moderado;varejo;DF;Cidade_3;56854.720590175944;52773.143607576836;2022-03-25;presencial;ativo;18-25
8805;CLI_0008805;Cliente_8805;2023-06-07;conservador;private;SC;Cidade_4;39565.62795016181;44558.17064615234;2024-01-06;app;ativo;18-25
8806;CLI_0008806;Cliente_8806;2024-03-16;moderado;private;MG;Cidade_5;75449.23688666012;56837.4112743919;2021-03-28;web;inativo;18-25
8807;CLI_0008807;Cliente_8807;2022-01-27;moderado;varejo;RS;Cidade_6;8579.523081850873;185827.96696864435;2024-03-23;presencial;ativo;18-25
8808;CLI_0008808;Cliente_8808;2023-11-03;agressivo;private;BA;Cidade_7;37855.01737590472;107212.40378643715;2023-08-14;presencial;ativo;18-25
8809;CLI_0008809;Cliente_8809;2020-03-14;moderado;private;MG;Cidade_8;10893.486025281212;106873.13709499953;2021-04-23;presencial;ativo;18-25
8810;CLI_0008810;Cliente_8810;2020-08-12;arrojado;institucional;SC;Cidade_9;50974.36554256111;40113.36951622321;2020-01-26;telefone;ativo;18-25
8811;CLI_0008811;Cliente_8811;2021-01-05;conservador;institucional;RJ;Cidade_10;7040.319616673378;309636.66564407444;2020-05-20;web;ativo;18-25
8812;CLI_0008812;Cliente_8812;2022-01-03;arrojado;institucional;BA;Cidade_11;8049.170783420156;241047.6466651445;2024-05-31;presencial;ativo;18-25
8813;CLI_0008813;Cliente_8813;2024-03-24;moderado;private;MG;Cidade_12;19890.12020990403;112099.50724980641;2024-01-13;presencial;ativo;18-25
8814;CLI_0008814;Cliente_8814;2021-09-24;agressivo;institucional;RS;Cidade_13;25700.402789494736;30677.308860526293;2021-11-24;app;ativo;18-25
8815;CLI_0008815;Cliente_8815;2023-04-10;conservador;institucional;SC;Cidade_14;34513.53114283687;250843.41440932007;2020-04-22;web;inativo;18-25
8816;CLI_0008816;Cliente_8816;2023-07-19;arrojado;varejo;BA;Cidade_15;43459.25047033574;458218.9561459403;2024-01-21;web;ativo;18-25
8817;CLI_0008817;Cliente_8817;2022-12-06;agressivo;institucional;RJ;Cidade_16;31632.134868711637;39266.716477012415;2021-04-11;presencial;ativo;18-25
8818;CLI_0008818;Cliente_8818;2021-10-14;moderado;varejo;MG;Cidade_17;2335.649061612868;184592.80309851744;2024-10-06;telefone;ativo;18-25
8819;CLI_0008819;Cliente_8819;2022-11-19;agressivo;private;RS;Cidade_18;21038.611601223594;110436.77536226453;2022-08-12;presencial;ativo;18-25
8820;CLI_0008820;Cliente_8820;2021-09-16;arrojado;institucional;SC;Cidade_19;3167.3320103956457;18346.396929422575;2023-07-29;telefone;inativo;18-25
8821;CLI_0008821;Cliente_8821;2020-06-02;agressivo;varejo;RS;Cidade_20;6282.910488192029;258799.20380524878;2022-04-23;web;ativo;18-25
8822;CLI_0008822;Cliente_8822;2024-12-17;arrojado;varejo;DF;Cidade_21;4870.916245953013;14761.004206739737;2020-02-20;web;ativo;18-25
8823;CLI_0008823;Cliente_8823;2020-08-20;agressivo;varejo;PR;Cidade_22;8604.43678443713;242287.78090394224;2020-04-25;telefone;ativo;18-25
8824;CLI_0008824;Cliente_8824;2020-05-12;conservador;private;BA;Cidade_23;83811.08985414851;66021.31847318349;2024-11-17;web;ativo;18-25
8825;CLI_0008825;Cliente_8825;2024-05-23;agressivo;institucional;SC;Cidade_24;49385.63067201171;166785.41436804298;2022-01-22;app;ativo;18-25
8826;CLI_0008826;Cliente_8826;2021-07-05;conservador;private;MG;Cidade_25;35340.090110465004;34978.7642649288;2020-11-30;telefone;ativo;18-25
8827;CLI_0008827;Cliente_8827;2023-04-02;arrojado;varejo;PR;Cidade_26;65886.48144265216;92692.01536793823;2023-08-08;app;ativo;18-25
8828;CLI_0008828;Cliente_8828;2021-08-23;conservador;private;RS;Cidade_27;162497.4002326533;21982.949287909636;2024-05-29;presencial;ativo;18-25
8829;CLI_0008829;Cliente_8829;2021-12-15;agressivo;private;BA;Cidade_28;27036.340867251267;125960.73255859001;2021-05-02;presencial;ativo;18-25
8830;CLI_0008830;Cliente_8830;2021-04-23;conservador;varejo;SP;Cidade_29;22896.792343092387;47979.29584078581;2022-11-08;app;ativo;18-25
8831;CLI_0008831;Cliente_8831;2021-09-18;arrojado;institucional;SC;Cidade_30;190323.64439773376;41633.864956166464;2021-03-24;web;ativo;18-25
8832;CLI_0008832;Cliente_8832;2022-01-19;agressivo;institucional;RS;Cidade_31;73773.8480266987;22667.87877882971;2024-02-10;app;ativo;18-25
8833;CLI_0008833;Cliente_8833;2023-08-08;conservador;private;BA;Cidade_32;75054.12024058198;290003.6638197964;2020-06-07;web;inativo;18-25
8834;CLI_0008834;Cliente_8834;2022-07-23;conservador;institucional;SP;Cidade_33;45807.323991697536;204063.69238521229;2021-11-11;app;ativo;18-25
8835;CLI_0008835;Cliente_8835;2024-09-18;moderado;varejo;SC;Cidade_34;35363.160118508466;34134.88202735668;2021-11-24;app;ativo;18-25
8836;CLI_0008836;Cliente_8836;2020-03-17;conservador;institucional;BA;Cidade_35;39991.17365679367;127894.51208912184;2023-03-09;web;ativo;18-25
8837;CLI_0008837;Cliente_8837;2022-07-07;moderado;private;RS;Cidade_36;52789.86138086267;216282.97241700135;2020-11-21;app;ativo;18-25
8838;CLI_0008838;Cliente_8838;2022-12-02;arrojado;varejo;SP;Cidade_37;23647.546454454896;420859.47730239166;2022-05-17;telefone;ativo;18-25
8839;CLI_0008839;Cliente_8839;2024-08-07;moderado;varejo;DF;Cidade_38;76230.66311143801;12284.070482877481;2022-10-05;web;ativo;18-25
8840;CLI_0008840;Cliente_8840;2020-03-30;arrojado;varejo;SC;Cidade_39;119966.33381451332;89994.69550590675;2024-06-14;presencial;ativo;18-25
8841;CLI_0008841;Cliente_8841;2022-11-13;conservador;private;BA;Cidade_40;42347.99259525788;191398.1952007782;2022-08-19;presencial;ativo;18-25
8842;CLI_0008842;Cliente_8842;2024-04-07;conservador;private;MG;Cidade_41;24020.933735383525;3148.1354725964757;2020-08-28;app;ativo;18-25
8843;CLI_0008843;Cliente_8843;2021-03-17;moderado;institucional;SP;Cidade_42;59468.95476659897;55817.53849132321;2020-07-04;presencial;inativo;18-25
8844;CLI_0008844;Cliente_8844;2024-05-19;arrojado;private;BA;Cidade_43;10054.706454798948;273220.35018385516;2024-08-14;telefone;ativo;18-25
8845;CLI_0008845;Cliente_8845;2020-02-04;conservador;varejo;MG;Cidade_44;173003.83448486545;87929.51527242077;2024-11-23;presencial;ativo;18-25
8846;CLI_0008846;Cliente_8846;2023-08-30;moderado;private;DF;Cidade_45;53645.37839448087;17655.833787227857;2020-11-01;presencial;ativo;18-25
8847;CLI_0008847;Cliente_8847;2024-08-30;moderado;private;SP;Cidade_46;3497.9913929912414;197018.50526004043;2023-10-03;web;ativo;18-25
8848;CLI_0008848;Cliente_8848;2023-04-15;moderado;institucional;BA;Cidade_47;37724.54814435108;57550.49324944486;2021-04-02;app;ativo;18-25
8849;CLI_0008849;Cliente_8849;2022-03-12;conservador;varejo;RS;Cidade_48;69382.91439403288;241900.34089775136;2024-02-29;presencial;ativo;18-25
8850;CLI_0008850;Cliente_8850;2020-03-22;arrojado;institucional;SP;Cidade_49;16275.83813436218;460867.06823107484;2020-06-25;app;inativo;18-25
8851;CLI_0008851;Cliente_8851;2024-08-07;conservador;institucional;SP;Cidade_50;2616.7729308829685;150095.55314303125;2022-03-09;web;inativo;18-25
8852;CLI_0008852;Cliente_8852;2022-05-08;agressivo;institucional;SC;Cidade_51;33585.1810850553;182830.5334111675;2022-12-24;presencial;ativo;18-25
8853;CLI_0008853;Cliente_8853;2020-02-22;agressivo;varejo;MG;Cidade_52;89675.38286052353;144476.45425894856;2024-04-05;presencial;ativo;18-25
8854;CLI_0008854;Cliente_8854;2023-06-13;conservador;institucional;PR;Cidade_53;14486.499893772778;340137.5683889317;2024-04-13;web;ativo;18-25
8855;CLI_0008855;Cliente_8855;2022-05-29;arrojado;varejo;SC;Cidade_54;63117.73604131828;55339.09934930335;2020-12-02;web;ativo;18-25
8856;CLI_0008856;Cliente_8856;2020-08-15;moderado;institucional;PR;Cidade_55;26194.756507637827;102680.39943204862;2024-10-31;presencial;ativo;18-25
8857;CLI_0008857;Cliente_8857;2021-01-26;agressivo;institucional;BA;Cidade_56;3074.202639665411;450818.8670564737;2023-03-11;telefone;ativo;18-25
8858;CLI_0008858;Cliente_8858;2020-04-27;agressivo;varejo;RS;Cidade_57;18117.6265351679;257214.541813209;2023-04-17;app;ativo;18-25
8859;CLI_0008859;Cliente_8859;2022-11-14;conservador;private;MG;Cidade_58;18836.76975011672;77157.74842475945;2024-06-11;app;ativo;18-25
8860;CLI_0008860;Cliente_8860;2023-02-09;agressivo;institucional;SP;Cidade_59;117517.54246217622;357512.386485527;2021-08-07;app;ativo;18-25
8861;CLI_0008861;Cliente_8861;2022-07-12;agressivo;private;PR;Cidade_60;200174.47487089632;54578.18998211536;2022-01-28;telefone;ativo;18-25
8862;CLI_0008862;Cliente_8862;2024-02-01;moderado;institucional;MG;Cidade_61;11771.422399266614;201122.42007316765;2024-12-03;app;ativo;18-25
8863;CLI_0008863;Cliente_8863;2024-04-21;moderado;private;MG;Cidade_62;28150.95264922902;626801.0690296331;2020-01-31;web;ativo;18-25
8864;CLI_0008864;Cliente_8864;2023-01-29;arrojado;private;SC;Cidade_63;187972.5084889182;170997.25879122713;2024-05-02;web;ativo;18-25
8865;CLI_0008865;Cliente_8865;2020-01-24;agressivo;private;MG;Cidade_64;26150.65957322712;321355.3041034634;2024-03-18;presencial;ativo;18-25
8866;CLI_0008866;Cliente_8866;2023-06-23;arrojado;private;SP;Cidade_65;21475.424735727698;265930.4453593966;2021-04-24;telefone;ativo;18-25
8867;CLI_0008867;Cliente_8867;2022-02-02;arrojado;private;SC;Cidade_66;5820.034653765698;401567.1568292291;2024-02-09;telefone;ativo;18-25
8868;CLI_0008868;Cliente_8868;2022-10-29;moderado;varejo;RJ;Cidade_67;69975.97165603169;693237.9493030208;2021-08-26;presencial;ativo;18-25
8869;CLI_0008869;Cliente_8869;2023-03-31;moderado;private;MG;Cidade_68;29620.366468316057;4513.867862645049;2023-02-22;telefone;ativo;18-25
8870;CLI_0008870;Cliente_8870;2021-10-01;conservador;varejo;RJ;Cidade_69;50897.20527236149;5653.100686008518;2022-03-26;app;ativo;18-25
8871;CLI_0008871;Cliente_8871;2024-08-01;moderado;institucional;PR;Cidade_70;35652.88149322735;180488.5611742388;2020-07-04;presencial;ativo;18-25
8872;CLI_0008872;Cliente_8872;2020-09-01;arrojado;varejo;RS;Cidade_71;9590.550292331203;616892.3732528985;2024-06-22;app;ativo;18-25
8873;CLI_0008873;Cliente_8873;2023-05-11;agressivo;private;SC;Cidade_72;9701.681546672127;132983.12267167761;2022-09-22;app;ativo;18-25
8874;CLI_0008874;Cliente_8874;2020-01-08;arrojado;varejo;PR;Cidade_73;140467.88483860553;366240.93731698504;2022-05-29;presencial;ativo;18-25
8875;CLI_0008875;Cliente_8875;2024-08-15;arrojado;private;SC;Cidade_74;110145.6520768511;292124.0740955317;2024-05-24;web;ativo;18-25
8876;CLI_0008876;Cliente_8876;2020-07-24;arrojado;varejo;RS;Cidade_75;47161.775824293116;137931.5646850461;2021-08-21;presencial;ativo;18-25
8877;CLI_0008877;Cliente_8877;2020-06-22;moderado;institucional;RS;Cidade_76;62.251371429127275;143969.01482219645;2022-11-07;telefone;ativo;18-25
8878;CLI_0008878;Cliente_8878;2021-08-31;arrojado;private;SC;Cidade_77;28395.87617845222;114552.05428661693;2024-05-30;app;ativo;18-25
8879;CLI_0008879;Cliente_8879;2021-11-13;conservador;private;PR;Cidade_78;37796.68242931545;58123.60229550111;2021-09-18;app;ativo;18-25
8880;CLI_0008880;Cliente_8880;2021-01-26;agressivo;varejo;BA;Cidade_79;29840.76772297397;391391.36372245144;2023-12-19;telefone;ativo;18-25
8881;CLI_0008881;Cliente_8881;2022-12-04;moderado;varejo;DF;Cidade_80;129813.89072565561;47035.67041150353;2022-07-28;presencial;ativo;18-25
8882;CLI_0008882;Cliente_8882;2022-03-19;arrojado;varejo;SP;Cidade_81;2086.2159839586625;474860.3699299462;2020-10-15;web;ativo;18-25
8883;CLI_0008883;Cliente_8883;2020-03-03;conservador;varejo;RJ;Cidade_82;53200.182809058126;89172.31663758935;2020-03-15;telefone;inativo;18-25
8884;CLI_0008884;Cliente_8884;2021-08-06;agressivo;varejo;BA;Cidade_83;18831.95968801591;5370.937467331871;2023-08-20;web;ativo;18-25
8885;CLI_0008885;Cliente_8885;2024-01-19;arrojado;private;RJ;Cidade_84;40989.63741198438;36875.46025791974;2021-04-23;app;ativo;18-25
8886;CLI_0008886;Cliente_8886;2023-06-13;agressivo;institucional;SC;Cidade_85;53343.6684961067;437538.605250474;2024-01-29;presencial;ativo;18-25
8887;CLI_0008887;Cliente_8887;2023-08-16;moderado;varejo;SP;Cidade_86;29064.31029259805;27495.156229356628;2020-12-10;presencial;inativo;18-25
8888;CLI_0008888;Cliente_8888;2023-06-28;moderado;private;SC;Cidade_87;8030.413324649104;268473.61705631186;2022-11-02;app;ativo;18-25
8889;CLI_0008889;Cliente_8889;2021-07-21;conservador;institucional;MG;Cidade_88;36598.36418600014;40377.638320589256;2020-06-19;telefone;ativo;18-25
8890;CLI_0008890;Cliente_8890;2020-06-30;moderado;institucional;SC;Cidade_89;135120.4317096424;138203.0494956706;2023-09-05;app;ativo;18-25
8891;CLI_0008891;Cliente_8891;2021-05-12;conservador;varejo;PR;Cidade_90;38380.62624724018;45934.717815313736;2023-10-30;telefone;ativo;18-25
8892;CLI_0008892;Cliente_8892;2024-02-27;arrojado;private;BA;Cidade_91;6558.984438586484;81042.65929358723;2024-07-31;app;ativo;18-25
8893;CLI_0008893;Cliente_8893;2024-11-25;agressivo;private;SC;Cidade_92;86909.89948597744;26665.648229653067;2022-10-22;web;ativo;18-25
8894;CLI_0008894;Cliente_8894;2022-06-20;moderado;private;SP;Cidade_93;12535.045001153801;162387.1685929371;2020-07-13;presencial;inativo;18-25
8895;CLI_0008895;Cliente_8895;2020-01-18;agressivo;private;PR;Cidade_94;23118.996254963837;91086.13372329218;2024-02-20;web;inativo;18-25
8896;CLI_0008896;Cliente_8896;2020-09-12;agressivo;private;BA;Cidade_95;27997.040555907683;90978.61840408192;2021-07-27;telefone;ativo;18-25
8897;CLI_0008897;Cliente_8897;2021-08-11;arrojado;institucional;SC;Cidade_96;20752.99309030599;7867.5702865805915;2024-06-30;telefone;ativo;18-25
8898;CLI_0008898;Cliente_8898;2022-11-22;arrojado;institucional;RS;Cidade_97;25913.642389263274;29266.223952073793;2024-11-20;app;ativo;18-25
8899;CLI_0008899;Cliente_8899;2020-05-17;moderado;institucional;SC;Cidade_98;79354.62886645214;245878.9684205839;2020-08-29;web;inativo;18-25
8900;CLI_0008900;Cliente_8900;2024-09-18;arrojado;private;DF;Cidade_99;12638.854079994138;69152.73200490189;2020-05-31;presencial;ativo;18-25
8901;CLI_0008901;Cliente_8901;2021-10-28;agressivo;institucional;BA;Cidade_0;31783.415980806523;116704.05012187273;2024-06-27;telefone;inativo;18-25
8902;CLI_0008902;Cliente_8902;2024-07-24;conservador;institucional;MG;Cidade_1;1010.5723662872754;287996.3027316602;2024-06-29;app;ativo;18-25
8903;CLI_0008903;Cliente_8903;2023-11-26;conservador;varejo;MG;Cidade_2;35429.88835601969;117670.04264116228;2022-12-04;presencial;inativo;18-25
8904;CLI_0008904;Cliente_8904;2023-10-11;conservador;institucional;RJ;Cidade_3;5921.648591038346;51135.68112040419;2024-06-09;app;ativo;18-25
8905;CLI_0008905;Cliente_8905;2023-01-12;moderado;varejo;DF;Cidade_4;16580.71871465075;159623.4403311167;2024-08-26;telefone;inativo;18-25
8906;CLI_0008906;Cliente_8906;2023-02-18;arrojado;private;BA;Cidade_5;19642.752085996886;323097.2393491419;2022-10-11;presencial;ativo;18-25
8907;CLI_0008907;Cliente_8907;2023-03-10;arrojado;private;SC;Cidade_6;4297.104297450956;183079.168251151;2023-06-07;app;inativo;18-25
8908;CLI_0008908;Cliente_8908;2023-02-22;arrojado;private;RS;Cidade_7;22358.606223888615;109007.94449045206;2023-01-25;telefone;ativo;18-25
8909;CLI_0008909;Cliente_8909;2022-10-08;arrojado;private;SC;Cidade_8;34463.47561866849;26849.076329404637;2020-11-14;app;ativo;18-25
8910;CLI_0008910;Cliente_8910;2024-12-06;agressivo;institucional;MG;Cidade_9;28202.127948362955;57193.555161283635;2022-03-07;app;inativo;18-25
8911;CLI_0008911;Cliente_8911;2023-08-30;conservador;varejo;DF;Cidade_10;16454.74781240977;584195.0198740524;2023-05-29;app;ativo;18-25
8912;CLI_0008912;Cliente_8912;2023-11-19;agressivo;private;RJ;Cidade_11;17467.58839198433;295513.6214449167;2023-01-19;presencial;ativo;18-25
8913;CLI_0008913;Cliente_8913;2024-05-12;moderado;private;SC;Cidade_12;50199.167322280504;18329.195518916044;2021-01-27;presencial;ativo;18-25
8914;CLI_0008914;Cliente_8914;2021-01-28;conservador;varejo;RS;Cidade_13;63362.6514506499;1105.973496298081;2024-07-19;telefone;ativo;18-25
8915;CLI_0008915;Cliente_8915;2020-06-02;conservador;varejo;RS;Cidade_14;42963.70725254049;38576.062856965546;2023-12-02;app;ativo;18-25
8916;CLI_0008916;Cliente_8916;2022-05-31;agressivo;varejo;SC;Cidade_15;186878.3666287769;576090.8774253255;2020-05-05;presencial;ativo;18-25
8917;CLI_0008917;Cliente_8917;2022-07-27;moderado;varejo;RS;Cidade_16;144906.74761810713;173518.6466449193;2021-09-20;presencial;ativo;18-25
8918;CLI_0008918;Cliente_8918;2024-02-23;moderado;varejo;SP;Cidade_17;5183.039984260118;364847.96325766784;2024-12-22;app;ativo;18-25
8919;CLI_0008919;Cliente_8919;2022-03-21;conservador;institucional;MG;Cidade_18;15148.206184905646;125181.84111984451;2021-12-12;telefone;ativo;18-25
8920;CLI_0008920;Cliente_8920;2022-11-08;arrojado;varejo;SP;Cidade_19;101397.17630334978;350472.54588402837;2023-04-26;web;ativo;18-25
8921;CLI_0008921;Cliente_8921;2022-08-20;moderado;institucional;SP;Cidade_20;1505.6187519559098;6900.984890537853;2020-07-02;app;ativo;18-25
8922;CLI_0008922;Cliente_8922;2020-03-10;agressivo;varejo;MG;Cidade_21;44848.573645710036;111310.90214069973;2021-07-21;telefone;inativo;18-25
8923;CLI_0008923;Cliente_8923;2023-01-28;moderado;varejo;BA;Cidade_22;154501.64186341653;94832.68863725987;2024-05-29;web;ativo;18-25
8924;CLI_0008924;Cliente_8924;2024-02-21;conservador;private;PR;Cidade_23;56771.75123067948;798499.2232850362;2022-07-21;telefone;inativo;18-25
8925;CLI_0008925;Cliente_8925;2020-10-14;arrojado;private;RJ;Cidade_24;4821.872903546076;71470.95851769875;2024-02-15;web;ativo;18-25
8926;CLI_0008926;Cliente_8926;2022-12-21;moderado;private;DF;Cidade_25;68880.1581539232;107885.09516259455;2020-01-14;web;ativo;18-25
